series_id        year        period        value        footnote_codes
JTS00000000JOR           2017        M07                 4.0
JTS00000000JOR           2017        M08                 4.0
JTS00000000JOR           2017        M09                 4.0
JTS00000000JOR           2017        M10                 3.9
JTS00000000JOR           2017        M11                 3.9
JTS00000000JOR           2017        M12                 3.8        p
JTS000000MWJOL           2000        M12                1185
JTS000000MWJOL           2001        M01                1185
JTS000000MWJOL           2001        M02                 901
JTS000000MWJOL           2001        M03                1016
JTS000000MWJOL           2001        M04                1051
JTS000000MWJOL           2001        M05                1069
JTS000000MWJOL           2001        M06                1027
JTS000000MWJOL           2001        M07                1029
JTS000000MWJOL           2001        M08                1030
JTS000000MWJOL           2001        M09                 987
JTS000000MWJOL           2001        M10                 837
JTS000000MWJOL           2001        M11                 729
JTS000000MWJOL           2001        M12                 782
JTS000000MWJOL           2002        M01                 795
JTS000000MWJOL           2002        M02                 770
JTS000000MWJOL           2002        M03                 865
JTS000000MWJOL           2002        M04                 770
JTS000000MWJOL           2002        M05                 757
JTS000000MWJOL           2002        M06                 718
JTS000000MWJOL           2002        M07                 836
JTS000000MWJOL           2002        M08                 723
JTS000000MWJOL           2002        M09                 672
JTS000000MWJOL           2002        M10                 715
JTS000000MWJOL           2002        M11                 715
JTS000000MWJOL           2002        M12                 657
JTS000000MWJOL           2003        M01                 775
JTS000000MWJOL           2003        M02                 690
JTS000000MWJOL           2003        M03                 664
JTS000000MWJOL           2003        M04                 744
JTS000000MWJOL           2003        M05                 651
JTS000000MWJOL           2003        M06                 678
JTS000000MWJOL           2003        M07                 673
JTS000000MWJOL           2003        M08                 701
JTS000000MWJOL           2003        M09                 653
JTS000000MWJOL           2003        M10                 711
JTS000000MWJOL           2003        M11                 712
JTS000000MWJOL           2003        M12                 685
JTS000000MWJOL           2004        M01                 763
JTS000000MWJOL           2004        M02                 712
JTS000000MWJOL           2004        M03                 699
JTS000000MWJOL           2004        M04                 749
JTS000000MWJOL           2004        M05                 732
JTS000000MWJOL           2004        M06                 674
JTS000000MWJOL           2004        M07                 763
JTS000000MWJOL           2004        M08                 698
JTS000000MWJOL           2004        M09                 747
JTS000000MWJOL           2004        M10                 820
JTS000000MWJOL           2004        M11                 696
JTS000000MWJOL           2004        M12                 788
JTS000000MWJOL           2005        M01                 737
JTS000000MWJOL           2005        M02                 780
JTS000000MWJOL           2005        M03                 765
JTS000000MWJOL           2005        M04                 834
JTS000000MWJOL           2005        M05                 811
JTS000000MWJOL           2005        M06                 831
JTS000000MWJOL           2005        M07                 911
JTS000000MWJOL           2005        M08                 819
JTS000000MWJOL           2005        M09                 838
JTS000000MWJOL           2005        M10                 843
JTS000000MWJOL           2005        M11                 767
JTS000000MWJOL           2005        M12                 745
JTS000000MWJOL           2006        M01                 806
JTS000000MWJOL           2006        M02                 821
